invoice_date,Product,shopping_mall,daily_demand
2023-01-08,Sweetened condensed milk,Emaar Square Mall,1.0
2023-01-08,Sweetened condensed milk,Forum Istanbul,3.0
2023-01-08,Sweetened condensed milk,Istinye Park,1.0
2023-01-08,Sweetened condensed milk,Kanyon,0.0
2023-01-08,Sweetened condensed milk,Mall of Istanbul,6.0
2023-01-08,Sweetened condensed milk,Metrocity,1.0
2023-01-08,Sweetened condensed milk,Metropol AVM,0.0
2023-01-08,Sweetened condensed milk,Viaport Outlet,0.0
2023-01-08,Sweetened condensed milk,Zorlu Center,0.0
2023-01-08,Total powdered milk,Cevahir AVM,0.0
2023-01-08,Total powdered milk,Emaar Square Mall,0.0
2023-01-08,Total powdered milk,Forum Istanbul,0.0
2023-01-08,Total powdered milk,Istinye Park,5.0
2023-01-08,Total powdered milk,Kanyon,8.0
2023-01-08,Total powdered milk,Mall of Istanbul,0.0
2023-01-08,Total powdered milk,Metrocity,2.0
2023-01-08,Total powdered milk,Metropol AVM,0.0
2023-01-08,Total powdered milk,Viaport Outlet,0.0
2023-01-08,Total powdered milk,Zorlu Center,0.0
2023-01-08,Yogurt,Cevahir AVM,0.0
2023-01-08,Yogurt,Emaar Square Mall,0.0
2023-01-08,Yogurt,Forum Istanbul,0.0
2023-01-08,Yogurt,Istinye Park,0.0
2023-01-08,Yogurt,Kanyon,0.0
2023-01-08,Yogurt,Mall of Istanbul,0.0
2023-01-08,Yogurt,Metrocity,7.0
2023-01-08,Yogurt,Metropol AVM,0.0
2023-01-08,Yogurt,Viaport Outlet,0.0
2023-01-08,Yogurt,Zorlu Center,0.0
2023-01-08,chocolate milk,Cevahir AVM,0.0
2023-01-08,chocolate milk,Emaar Square Mall,4.0
2023-01-08,chocolate milk,Forum Istanbul,4.0
2023-01-08,chocolate milk,Istinye Park,0.0
2023-01-08,chocolate milk,Kanyon,5.0
2023-01-08,chocolate milk,Mall of Istanbul,5.0
2023-01-08,chocolate milk,Metrocity,1.0
2023-01-08,chocolate milk,Metropol AVM,0.0
2023-01-08,chocolate milk,Viaport Outlet,3.0
2023-01-08,chocolate milk,Zorlu Center,0.0
2023-01-09,Butter,Cevahir AVM,0.0
2023-01-09,Butter,Emaar Square Mall,4.0
2023-01-09,Butter,Forum Istanbul,0.0
2023-01-09,Butter,Istinye Park,0.0
2023-01-09,Butter,Kanyon,0.0
2023-01-09,Butter,Mall of Istanbul,3.0
2023-01-09,Butter,Metrocity,0.0
2023-01-09,Butter,Metropol AVM,0.0
2023-01-09,Butter,Viaport Outlet,0.0
2023-01-09,Butter,Zorlu Center,0.0
2023-01-09,Cheese,Cevahir AVM,0.0
2023-01-09,Cheese,Emaar Square Mall,1.0
2023-01-09,Cheese,Forum Istanbul,0.0
2023-01-09,Cheese,Istinye Park,3.0
2023-01-09,Cheese,Kanyon,5.0
2023-01-09,Cheese,Mall of Istanbul,6.0
2023-01-09,Cheese,Metrocity,0.0
2023-01-09,Cheese,Metropol AVM,0.0
2023-01-09,Cheese,Viaport Outlet,0.0
2023-01-09,Cheese,Zorlu Center,0.0
2023-01-09,Condensed milk,Cevahir AVM,0.0
2023-01-09,Condensed milk,Emaar Square Mall,10.0
2023-01-09,Condensed milk,Forum Istanbul,0.0
2023-01-09,Condensed milk,Istinye Park,0.0
2023-01-09,Condensed milk,Kanyon,5.0
2023-01-09,Condensed milk,Mall of Istanbul,8.0
2023-01-09,Condensed milk,Metrocity,0.0
2023-01-09,Condensed milk,Metropol AVM,2.0
2023-01-09,Condensed milk,Viaport Outlet,0.0
2023-01-09,Condensed milk,Zorlu Center,0.0
2023-01-09,Cream,Cevahir AVM,0.0
2023-01-09,Cream,Emaar Square Mall,0.0
2023-01-09,Cream,Forum Istanbul,0.0
2023-01-09,Cream,Istinye Park,0.0
2023-01-09,Cream,Kanyon,3.0
2023-01-09,Cream,Mall of Istanbul,2.0
2023-01-09,Cream,Metrocity,0.0
2023-01-09,Cream,Metropol AVM,0.0
2023-01-09,Cream,Viaport Outlet,0.0
2023-01-09,Cream,Zorlu Center,9.0
2023-01-09,Cultured milk,Cevahir AVM,0.0
2023-01-09,Cultured milk,Emaar Square Mall,4.0
2023-01-09,Cultured milk,Forum Istanbul,0.0
2023-01-09,Cultured milk,Istinye Park,0.0
2023-01-09,Cultured milk,Kanyon,0.0
2023-01-09,Cultured milk,Mall of Istanbul,4.0
2023-01-09,Cultured milk,Metrocity,0.0
2023-01-09,Cultured milk,Metropol AVM,5.0
2023-01-09,Cultured milk,Viaport Outlet,0.0
2023-01-09,Cultured milk,Zorlu Center,0.0
2023-01-09,Evaporated milk,Cevahir AVM,0.0
2023-01-09,Evaporated milk,Emaar Square Mall,0.0
2023-01-09,Evaporated milk,Forum Istanbul,0.0
2023-01-09,Evaporated milk,Istinye Park,1.0
2023-01-09,Evaporated milk,Kanyon,11.0
2023-01-09,Evaporated milk,Mall of Istanbul,18.0
2023-01-09,Evaporated milk,Metrocity,0.0
2023-01-09,Evaporated milk,Metropol AVM,0.0
2023-01-09,Evaporated milk,Viaport Outlet,0.0
2023-01-09,Evaporated milk,Zorlu Center,3.0
2023-01-09,Flavored sterilized milk,Cevahir AVM,2.0
2023-01-09,Flavored sterilized milk,Emaar Square Mall,0.0
2023-01-09,Flavored sterilized milk,Forum Istanbul,0.0
2023-01-09,Flavored sterilized milk,Istinye Park,0.0
2023-01-09,Flavored sterilized milk,Kanyon,8.0
2023-01-09,Flavored sterilized milk,Mall of Istanbul,0.0
2023-01-09,Flavored sterilized milk,Metrocity,1.0
2023-01-09,Flavored sterilized milk,Metropol AVM,0.0
2023-01-09,Flavored sterilized milk,Viaport Outlet,0.0
2023-01-09,Flavored sterilized milk,Zorlu Center,0.0
2023-01-09,Modified milk,Cevahir AVM,0.0
2023-01-09,Modified milk,Emaar Square Mall,8.0
2023-01-09,Modified milk,Forum Istanbul,5.0
2023-01-09,Modified milk,Istinye Park,0.0
2023-01-09,Modified milk,Kanyon,0.0
2023-01-09,Modified milk,Mall of Istanbul,2.0
2023-01-09,Modified milk,Metrocity,1.0
2023-01-09,Modified milk,Metropol AVM,0.0
2023-01-09,Modified milk,Viaport Outlet,3.0
2023-01-09,Modified milk,Zorlu Center,0.0
2023-01-09,Pasteurized milk 2.5% mg,Cevahir AVM,0.0
2023-01-09,Pasteurized milk 2.5% mg,Emaar Square Mall,0.0
2023-01-09,Pasteurized milk 2.5% mg,Forum Istanbul,3.0
2023-01-09,Pasteurized milk 2.5% mg,Istinye Park,3.0
2023-01-09,Pasteurized milk 2.5% mg,Kanyon,0.0
2023-01-09,Pasteurized milk 2.5% mg,Mall of Istanbul,6.0
2023-01-09,Pasteurized milk 2.5% mg,Metrocity,1.0
2023-01-09,Pasteurized milk 2.5% mg,Metropol AVM,7.0
2023-01-09,Pasteurized milk 2.5% mg,Viaport Outlet,0.0
2023-01-09,Pasteurized milk 2.5% mg,Zorlu Center,0.0
2023-01-09,Pasteurized milk 3.0% mg,Cevahir AVM,0.0
2023-01-09,Pasteurized milk 3.0% mg,Emaar Square Mall,2.0
2023-01-09,Pasteurized milk 3.0% mg,Forum Istanbul,0.0
2023-01-09,Pasteurized milk 3.0% mg,Istinye Park,0.0
2023-01-09,Pasteurized milk 3.0% mg,Kanyon,0.0
2023-01-09,Pasteurized milk 3.0% mg,Mall of Istanbul,0.0
2023-01-09,Pasteurized milk 3.0% mg,Metrocity,2.0
2023-01-09,Pasteurized milk 3.0% mg,Metropol AVM,0.0
2023-01-09,Pasteurized milk 3.0% mg,Viaport Outlet,1.0
2023-01-09,Pasteurized milk 3.0% mg,Zorlu Center,0.0
2023-01-09,Powdered milk 12% mg,Cevahir AVM,1.0
2023-01-09,Powdered milk 12% mg,Emaar Square Mall,0.0
2023-01-09,Powdered milk 12% mg,Forum Istanbul,0.0
2023-01-09,Powdered milk 12% mg,Istinye Park,2.0
2023-01-09,Powdered milk 12% mg,Kanyon,4.0
2023-01-09,Powdered milk 12% mg,Mall of Istanbul,2.0
2023-01-09,Powdered milk 12% mg,Metrocity,5.0
2023-01-09,Powdered milk 12% mg,Metropol AVM,0.0
2023-01-09,Powdered milk 12% mg,Viaport Outlet,0.0
2023-01-09,Powdered milk 12% mg,Zorlu Center,2.0
2023-01-09,Powdered milk 18% mg,Cevahir AVM,0.0
2023-01-09,Powdered milk 18% mg,Emaar Square Mall,0.0
2023-01-09,Powdered milk 18% mg,Forum Istanbul,2.0
2023-01-09,Powdered milk 18% mg,Istinye Park,4.0
2023-01-09,Powdered milk 18% mg,Kanyon,2.0
2023-01-09,Powdered milk 18% mg,Mall of Istanbul,3.0
2023-01-09,Powdered milk 18% mg,Metrocity,0.0
2023-01-09,Powdered milk 18% mg,Metropol AVM,3.0
2023-01-09,Powdered milk 18% mg,Viaport Outlet,0.0
2023-01-09,Powdered milk 18% mg,Zorlu Center,5.0
2023-01-09,Powdered milk 20% mg,Cevahir AVM,0.0
2023-01-09,Powdered milk 20% mg,Emaar Square Mall,0.0
2023-01-09,Powdered milk 20% mg,Forum Istanbul,0.0
2023-01-09,Powdered milk 20% mg,Istinye Park,0.0
2023-01-09,Powdered milk 20% mg,Kanyon,4.0
2023-01-09,Powdered milk 20% mg,Mall of Istanbul,4.0
2023-01-09,Powdered milk 20% mg,Metrocity,0.0
2023-01-09,Powdered milk 20% mg,Metropol AVM,6.0
2023-01-09,Powdered milk 20% mg,Viaport Outlet,0.0
2023-01-09,Powdered milk 20% mg,Zorlu Center,0.0
2023-01-09,Powdered milk 26% mg,Cevahir AVM,8.0
2023-01-09,Powdered milk 26% mg,Emaar Square Mall,0.0
2023-01-09,Powdered milk 26% mg,Forum Istanbul,0.0
2023-01-09,Powdered milk 26% mg,Istinye Park,0.0
2023-01-09,Powdered milk 26% mg,Kanyon,3.0
2023-01-09,Powdered milk 26% mg,Mall of Istanbul,6.0
2023-01-09,Powdered milk 26% mg,Metrocity,0.0
2023-01-09,Powdered milk 26% mg,Metropol AVM,0.0
2023-01-09,Powdered milk 26% mg,Viaport Outlet,0.0
2023-01-09,Powdered milk 26% mg,Zorlu Center,0.0
2023-01-09,Powdered milk 28% mg,Cevahir AVM,0.0
2023-01-09,Powdered milk 28% mg,Emaar Square Mall,0.0
2023-01-09,Powdered milk 28% mg,Forum Istanbul,0.0
2023-01-09,Powdered milk 28% mg,Istinye Park,0.0
2023-01-09,Powdered milk 28% mg,Kanyon,0.0
2023-01-09,Powdered milk 28% mg,Mall of Istanbul,0.0
2023-01-09,Powdered milk 28% mg,Metrocity,6.0
2023-01-09,Powdered milk 28% mg,Metropol AVM,0.0
2023-01-09,Powdered milk 28% mg,Viaport Outlet,3.0
2023-01-09,Powdered milk 28% mg,Zorlu Center,0.0
2023-01-09,Powdered whey,Cevahir AVM,0.0
2023-01-09,Powdered whey,Emaar Square Mall,0.0
2023-01-09,Powdered whey,Forum Istanbul,0.0
2023-01-09,Powdered whey,Istinye Park,5.0
2023-01-09,Powdered whey,Kanyon,3.0
2023-01-09,Powdered whey,Mall of Istanbul,0.0
2023-01-09,Powdered whey,Metrocity,5.0
2023-01-09,Powdered whey,Metropol AVM,0.0
2023-01-09,Powdered whey,Viaport Outlet,0.0
2023-01-09,Powdered whey,Zorlu Center,2.0
2023-01-09,Skimmed pasteurized milk,Cevahir AVM,0.0
2023-01-09,Skimmed pasteurized milk,Emaar Square Mall,0.0
2023-01-09,Skimmed pasteurized milk,Forum Istanbul,0.0
2023-01-09,Skimmed pasteurized milk,Istinye Park,0.0
2023-01-09,Skimmed pasteurized milk,Kanyon,17.0
2023-01-09,Skimmed pasteurized milk,Mall of Istanbul,2.0
2023-01-09,Skimmed pasteurized milk,Metrocity,2.0
2023-01-09,Skimmed pasteurized milk,Metropol AVM,5.0
2023-01-09,Skimmed pasteurized milk,Viaport Outlet,2.0
2023-01-09,Skimmed pasteurized milk,Zorlu Center,5.0
2023-01-09,Skimmed powdered milk,Cevahir AVM,0.0
2023-01-09,Skimmed powdered milk,Emaar Square Mall,0.0
2023-01-09,Skimmed powdered milk,Forum Istanbul,5.0
2023-01-09,Skimmed powdered milk,Istinye Park,1.0
2023-01-09,Skimmed powdered milk,Kanyon,8.0
2023-01-09,Skimmed powdered milk,Mall of Istanbul,0.0
2023-01-09,Skimmed powdered milk,Metrocity,0.0
2023-01-09,Skimmed powdered milk,Metropol AVM,7.0
2023-01-09,Skimmed powdered milk,Viaport Outlet,0.0
2023-01-09,Skimmed powdered milk,Zorlu Center,0.0
2023-01-09,Small cheese,Cevahir AVM,0.0
2023-01-09,Small cheese,Emaar Square Mall,0.0
2023-01-09,Small cheese,Forum Istanbul,0.0
2023-01-09,Small cheese,Istinye Park,0.0
2023-01-09,Small cheese,Kanyon,6.0
2023-01-09,Small cheese,Mall of Istanbul,3.0
2023-01-09,Small cheese,Metrocity,4.0
2023-01-09,Small cheese,Metropol AVM,0.0
2023-01-09,Small cheese,Viaport Outlet,0.0
2023-01-09,Small cheese,Zorlu Center,3.0
2023-01-09,Sterilized semi-skimmed milk,Cevahir AVM,0.0
2023-01-09,Sterilized semi-skimmed milk,Emaar Square Mall,0.0
2023-01-09,Sterilized semi-skimmed milk,Forum Istanbul,0.0
2023-01-09,Sterilized semi-skimmed milk,Istinye Park,1.0
2023-01-09,Sterilized semi-skimmed milk,Kanyon,4.0
2023-01-09,Sterilized semi-skimmed milk,Mall of Istanbul,3.0
2023-01-09,Sterilized semi-skimmed milk,Metrocity,4.0
2023-01-09,Sterilized semi-skimmed milk,Metropol AVM,0.0
2023-01-09,Sterilized semi-skimmed milk,Viaport Outlet,0.0
2023-01-09,Sterilized semi-skimmed milk,Zorlu Center,0.0
2023-01-09,Sterilized skimmed milk,Cevahir AVM,0.0
2023-01-09,Sterilized skimmed milk,Emaar Square Mall,3.0
2023-01-09,Sterilized skimmed milk,Forum Istanbul,0.0
2023-01-09,Sterilized skimmed milk,Istinye Park,0.0
2023-01-09,Sterilized skimmed milk,Kanyon,1.0
2023-01-09,Sterilized skimmed milk,Mall of Istanbul,5.0
2023-01-09,Sterilized skimmed milk,Metrocity,0.0
2023-01-09,Sterilized skimmed milk,Metropol AVM,4.0
2023-01-09,Sterilized skimmed milk,Viaport Outlet,0.0
2023-01-09,Sterilized skimmed milk,Zorlu Center,0.0
2023-01-09,Sterilized whole milk,Cevahir AVM,0.0
2023-01-09,Sterilized whole milk,Emaar Square Mall,0.0
2023-01-09,Sterilized whole milk,Forum Istanbul,0.0
2023-01-09,Sterilized whole milk,Istinye Park,0.0
2023-01-09,Sterilized whole milk,Kanyon,2.0
2023-01-09,Sterilized whole milk,Mall of Istanbul,4.0
2023-01-09,Sterilized whole milk,Metrocity,3.0
2023-01-09,Sterilized whole milk,Metropol AVM,0.0
2023-01-09,Sterilized whole milk,Viaport Outlet,0.0
2023-01-09,Sterilized whole milk,Zorlu Center,2.0
2023-01-09,Sweetened condensed milk,Cevahir AVM,1.0
2023-01-09,Sweetened condensed milk,Emaar Square Mall,3.0
2023-01-09,Sweetened condensed milk,Forum Istanbul,0.0
2023-01-09,Sweetened condensed milk,Istinye Park,0.0
2023-01-09,Sweetened condensed milk,Kanyon,0.0
2023-01-09,Sweetened condensed milk,Mall of Istanbul,0.0
2023-01-09,Sweetened condensed milk,Metrocity,0.0
2023-01-09,Sweetened condensed milk,Metropol AVM,0.0
2023-01-09,Sweetened condensed milk,Viaport Outlet,5.0
2023-01-09,Sweetened condensed milk,Zorlu Center,2.0
2023-01-09,Total powdered milk,Cevahir AVM,0.0
2023-01-09,Total powdered milk,Emaar Square Mall,0.0
2023-01-09,Total powdered milk,Forum Istanbul,0.0
2023-01-09,Total powdered milk,Istinye Park,0.0
2023-01-09,Total powdered milk,Kanyon,0.0
2023-01-09,Total powdered milk,Mall of Istanbul,0.0
2023-01-09,Total powdered milk,Metrocity,0.0
2023-01-09,Total powdered milk,Metropol AVM,0.0
2023-01-09,Total powdered milk,Viaport Outlet,3.0
2023-01-09,Total powdered milk,Zorlu Center,0.0
2023-01-09,Yogurt,Cevahir AVM,2.0
2023-01-09,Yogurt,Emaar Square Mall,0.0
2023-01-09,Yogurt,Forum Istanbul,0.0
2023-01-09,Yogurt,Istinye Park,0.0
2023-01-09,Yogurt,Kanyon,0.0
2023-01-09,Yogurt,Mall of Istanbul,2.0
2023-01-09,Yogurt,Metrocity,9.0
2023-01-09,Yogurt,Metropol AVM,0.0
2023-01-09,Yogurt,Viaport Outlet,0.0
2023-01-09,Yogurt,Zorlu Center,0.0
2023-01-09,chocolate milk,Cevahir AVM,0.0
2023-01-09,chocolate milk,Emaar Square Mall,0.0
2023-01-09,chocolate milk,Forum Istanbul,0.0
2023-01-09,chocolate milk,Istinye Park,0.0
2023-01-09,chocolate milk,Kanyon,2.0
2023-01-09,chocolate milk,Mall of Istanbul,2.0
2023-01-09,chocolate milk,Metrocity,0.0
2023-01-09,chocolate milk,Metropol AVM,0.0
2023-01-09,chocolate milk,Viaport Outlet,2.0
2023-01-09,chocolate milk,Zorlu Center,0.0
2023-01-10,Butter,Cevahir AVM,0.0
2023-01-10,Butter,Emaar Square Mall,5.0
2023-01-10,Butter,Forum Istanbul,0.0
2023-01-10,Butter,Istinye Park,3.0
2023-01-10,Butter,Kanyon,0.0
2023-01-10,Butter,Mall of Istanbul,4.0
2023-01-10,Butter,Metrocity,0.0
2023-01-10,Butter,Metropol AVM,0.0
2023-01-10,Butter,Viaport Outlet,0.0
2023-01-10,Butter,Zorlu Center,0.0
2023-01-10,Cheese,Cevahir AVM,0.0
2023-01-10,Cheese,Emaar Square Mall,0.0
2023-01-10,Cheese,Forum Istanbul,0.0
2023-01-10,Cheese,Istinye Park,0.0
2023-01-10,Cheese,Kanyon,4.0
2023-01-10,Cheese,Mall of Istanbul,0.0
2023-01-10,Cheese,Metrocity,3.0
2023-01-10,Cheese,Metropol AVM,0.0
2023-01-10,Cheese,Viaport Outlet,0.0
2023-01-10,Cheese,Zorlu Center,0.0
2023-01-10,Condensed milk,Cevahir AVM,0.0
2023-01-10,Condensed milk,Emaar Square Mall,0.0
2023-01-10,Condensed milk,Forum Istanbul,0.0
2023-01-10,Condensed milk,Istinye Park,0.0
2023-01-10,Condensed milk,Kanyon,0.0
2023-01-10,Condensed milk,Mall of Istanbul,0.0
2023-01-10,Condensed milk,Metrocity,4.0
2023-01-10,Condensed milk,Metropol AVM,3.0
2023-01-10,Condensed milk,Viaport Outlet,0.0
2023-01-10,Condensed milk,Zorlu Center,0.0
2023-01-10,Cream,Cevahir AVM,0.0
2023-01-10,Cream,Emaar Square Mall,0.0
2023-01-10,Cream,Forum Istanbul,4.0
2023-01-10,Cream,Istinye Park,0.0
2023-01-10,Cream,Kanyon,1.0
2023-01-10,Cream,Mall of Istanbul,5.0
2023-01-10,Cream,Metrocity,4.0
2023-01-10,Cream,Metropol AVM,0.0
2023-01-10,Cream,Viaport Outlet,0.0
2023-01-10,Cream,Zorlu Center,0.0
2023-01-10,Cultured milk,Cevahir AVM,1.0
2023-01-10,Cultured milk,Emaar Square Mall,0.0
2023-01-10,Cultured milk,Forum Istanbul,0.0
2023-01-10,Cultured milk,Istinye Park,0.0
2023-01-10,Cultured milk,Kanyon,5.0
2023-01-10,Cultured milk,Mall of Istanbul,1.0
2023-01-10,Cultured milk,Metrocity,0.0
2023-01-10,Cultured milk,Metropol AVM,0.0
2023-01-10,Cultured milk,Viaport Outlet,0.0
2023-01-10,Cultured milk,Zorlu Center,0.0
2023-01-10,Evaporated milk,Cevahir AVM,0.0
2023-01-10,Evaporated milk,Emaar Square Mall,0.0
2023-01-10,Evaporated milk,Forum Istanbul,0.0
2023-01-10,Evaporated milk,Istinye Park,0.0
2023-01-10,Evaporated milk,Kanyon,5.0
2023-01-10,Evaporated milk,Mall of Istanbul,9.0
2023-01-10,Evaporated milk,Metrocity,2.0
2023-01-10,Evaporated milk,Metropol AVM,0.0
2023-01-10,Evaporated milk,Viaport Outlet,4.0
2023-01-10,Evaporated milk,Zorlu Center,1.0
2023-01-10,Flavored sterilized milk,Cevahir AVM,0.0
2023-01-10,Flavored sterilized milk,Emaar Square Mall,0.0
2023-01-10,Flavored sterilized milk,Forum Istanbul,0.0
2023-01-10,Flavored sterilized milk,Istinye Park,0.0
2023-01-10,Flavored sterilized milk,Kanyon,4.0
2023-01-10,Flavored sterilized milk,Mall of Istanbul,2.0
2023-01-10,Flavored sterilized milk,Metrocity,0.0
2023-01-10,Flavored sterilized milk,Metropol AVM,0.0
2023-01-10,Flavored sterilized milk,Viaport Outlet,0.0
2023-01-10,Flavored sterilized milk,Zorlu Center,0.0
2023-01-10,Modified milk,Cevahir AVM,0.0
2023-01-10,Modified milk,Emaar Square Mall,0.0
2023-01-10,Modified milk,Forum Istanbul,0.0
2023-01-10,Modified milk,Istinye Park,0.0
2023-01-10,Modified milk,Kanyon,10.0
2023-01-10,Modified milk,Mall of Istanbul,0.0
2023-01-10,Modified milk,Metrocity,0.0
2023-01-10,Modified milk,Metropol AVM,0.0
2023-01-10,Modified milk,Viaport Outlet,0.0
2023-01-10,Modified milk,Zorlu Center,0.0
2023-01-10,Pasteurized milk 2.5% mg,Cevahir AVM,0.0
2023-01-10,Pasteurized milk 2.5% mg,Emaar Square Mall,0.0
2023-01-10,Pasteurized milk 2.5% mg,Forum Istanbul,0.0
2023-01-10,Pasteurized milk 2.5% mg,Istinye Park,0.0
2023-01-10,Pasteurized milk 2.5% mg,Kanyon,0.0
2023-01-10,Pasteurized milk 2.5% mg,Mall of Istanbul,3.0
2023-01-10,Pasteurized milk 2.5% mg,Metrocity,2.0
2023-01-10,Pasteurized milk 2.5% mg,Metropol AVM,0.0
2023-01-10,Pasteurized milk 2.5% mg,Viaport Outlet,0.0
2023-01-10,Pasteurized milk 2.5% mg,Zorlu Center,0.0
2023-01-10,Pasteurized milk 3.0% mg,Cevahir AVM,2.0
2023-01-10,Pasteurized milk 3.0% mg,Emaar Square Mall,0.0
2023-01-10,Pasteurized milk 3.0% mg,Forum Istanbul,0.0
2023-01-10,Pasteurized milk 3.0% mg,Istinye Park,0.0
2023-01-10,Pasteurized milk 3.0% mg,Kanyon,0.0
2023-01-10,Pasteurized milk 3.0% mg,Mall of Istanbul,5.0
2023-01-10,Pasteurized milk 3.0% mg,Metrocity,8.0
2023-01-10,Pasteurized milk 3.0% mg,Metropol AVM,3.0
2023-01-10,Pasteurized milk 3.0% mg,Viaport Outlet,0.0
2023-01-10,Pasteurized milk 3.0% mg,Zorlu Center,0.0
2023-01-10,Powdered milk 12% mg,Cevahir AVM,0.0
2023-01-10,Powdered milk 12% mg,Emaar Square Mall,0.0
2023-01-10,Powdered milk 12% mg,Forum Istanbul,0.0
2023-01-10,Powdered milk 12% mg,Istinye Park,0.0
2023-01-10,Powdered milk 12% mg,Kanyon,0.0
2023-01-10,Powdered milk 12% mg,Mall of Istanbul,6.0
2023-01-10,Powdered milk 12% mg,Metrocity,0.0
2023-01-10,Powdered milk 12% mg,Metropol AVM,0.0
2023-01-10,Powdered milk 12% mg,Viaport Outlet,0.0
2023-01-10,Powdered milk 12% mg,Zorlu Center,4.0
2023-01-10,Powdered milk 18% mg,Cevahir AVM,0.0
2023-01-10,Powdered milk 18% mg,Emaar Square Mall,0.0
2023-01-10,Powdered milk 18% mg,Forum Istanbul,0.0
2023-01-10,Powdered milk 18% mg,Istinye Park,0.0
2023-01-10,Powdered milk 18% mg,Kanyon,4.0
2023-01-10,Powdered milk 18% mg,Mall of Istanbul,0.0
2023-01-10,Powdered milk 18% mg,Metrocity,0.0
2023-01-10,Powdered milk 18% mg,Metropol AVM,0.0
2023-01-10,Powdered milk 18% mg,Viaport Outlet,0.0
2023-01-10,Powdered milk 18% mg,Zorlu Center,0.0
2023-01-10,Powdered milk 20% mg,Cevahir AVM,0.0
2023-01-10,Powdered milk 20% mg,Emaar Square Mall,0.0
2023-01-10,Powdered milk 20% mg,Forum Istanbul,0.0
2023-01-10,Powdered milk 20% mg,Istinye Park,0.0
2023-01-10,Powdered milk 20% mg,Kanyon,4.0
2023-01-10,Powdered milk 20% mg,Mall of Istanbul,2.0
2023-01-10,Powdered milk 20% mg,Metrocity,5.0
2023-01-10,Powdered milk 20% mg,Metropol AVM,3.0
2023-01-10,Powdered milk 20% mg,Viaport Outlet,3.0
2023-01-10,Powdered milk 20% mg,Zorlu Center,0.0
2023-01-10,Powdered milk 26% mg,Cevahir AVM,0.0
2023-01-10,Powdered milk 26% mg,Emaar Square Mall,0.0
2023-01-10,Powdered milk 26% mg,Forum Istanbul,0.0
2023-01-10,Powdered milk 26% mg,Istinye Park,3.0
2023-01-10,Powdered milk 26% mg,Kanyon,0.0
2023-01-10,Powdered milk 26% mg,Mall of Istanbul,6.0
2023-01-10,Powdered milk 26% mg,Metrocity,6.0
2023-01-10,Powdered milk 26% mg,Metropol AVM,3.0
2023-01-10,Powdered milk 26% mg,Viaport Outlet,0.0
2023-01-10,Powdered milk 26% mg,Zorlu Center,2.0
2023-01-10,Powdered milk 28% mg,Cevahir AVM,2.0
2023-01-10,Powdered milk 28% mg,Emaar Square Mall,0.0
2023-01-10,Powdered milk 28% mg,Forum Istanbul,4.0
2023-01-10,Powdered milk 28% mg,Istinye Park,0.0
2023-01-10,Powdered milk 28% mg,Kanyon,7.0
2023-01-10,Powdered milk 28% mg,Mall of Istanbul,0.0
2023-01-10,Powdered milk 28% mg,Metrocity,5.0
2023-01-10,Powdered milk 28% mg,Metropol AVM,6.0
2023-01-10,Powdered milk 28% mg,Viaport Outlet,0.0
2023-01-10,Powdered milk 28% mg,Zorlu Center,0.0
2023-01-10,Powdered whey,Cevahir AVM,0.0
2023-01-10,Powdered whey,Emaar Square Mall,0.0
2023-01-10,Powdered whey,Forum Istanbul,0.0
2023-01-10,Powdered whey,Istinye Park,1.0
2023-01-10,Powdered whey,Kanyon,0.0
2023-01-10,Powdered whey,Mall of Istanbul,0.0
2023-01-10,Powdered whey,Metrocity,5.0
2023-01-10,Powdered whey,Metropol AVM,0.0
2023-01-10,Powdered whey,Viaport Outlet,0.0
2023-01-10,Powdered whey,Zorlu Center,4.0
2023-01-10,Skimmed pasteurized milk,Cevahir AVM,1.0
2023-01-10,Skimmed pasteurized milk,Emaar Square Mall,0.0
2023-01-10,Skimmed pasteurized milk,Forum Istanbul,0.0
2023-01-10,Skimmed pasteurized milk,Istinye Park,0.0
2023-01-10,Skimmed pasteurized milk,Kanyon,5.0
2023-01-10,Skimmed pasteurized milk,Mall of Istanbul,0.0
2023-01-10,Skimmed pasteurized milk,Metrocity,0.0
2023-01-10,Skimmed pasteurized milk,Metropol AVM,0.0
2023-01-10,Skimmed pasteurized milk,Viaport Outlet,5.0
2023-01-10,Skimmed pasteurized milk,Zorlu Center,0.0
2023-01-10,Skimmed powdered milk,Cevahir AVM,0.0
2023-01-10,Skimmed powdered milk,Emaar Square Mall,0.0
2023-01-10,Skimmed powdered milk,Forum Istanbul,0.0
2023-01-10,Skimmed powdered milk,Istinye Park,2.0
2023-01-10,Skimmed powdered milk,Kanyon,4.0
2023-01-10,Skimmed powdered milk,Mall of Istanbul,4.0
2023-01-10,Skimmed powdered milk,Metrocity,5.0
2023-01-10,Skimmed powdered milk,Metropol AVM,4.0
2023-01-10,Skimmed powdered milk,Viaport Outlet,0.0
2023-01-10,Skimmed powdered milk,Zorlu Center,0.0
2023-01-10,Small cheese,Cevahir AVM,5.0
2023-01-10,Small cheese,Emaar Square Mall,0.0
2023-01-10,Small cheese,Forum Istanbul,0.0
2023-01-10,Small cheese,Istinye Park,10.0
2023-01-10,Small cheese,Kanyon,3.0
2023-01-10,Small cheese,Mall of Istanbul,5.0
2023-01-10,Small cheese,Metrocity,3.0
2023-01-10,Small cheese,Metropol AVM,1.0
