customer_id,business_type,location,annual_revenue,order_frequency,total_quantity_purchased,product,quantity
471,Wholesaler,Mbale,87793872,17,4106,Powder Milk,38
472,Retailer,Mbarara,49753900,9,1136,Butter,96
473,Wholesaler,Kampala,84585756,6,7747,Yogurt,22
474,Retailer,Gulu,10979212,12,7154,Cheese,47
475,Wholesaler,Gulu,59220087,10,6782,Powder Milk,195
476,Retailer,Kampala,69416552,9,309,Cheese,119
477,Wholesaler,Kampala,81236457,12,1706,Powder Milk,44
478,Retailer,Mbale,60002308,1,6340,Flavored Milk,177
479,Wholesaler,Kampala,92427530,2,5963,Powder Milk,85
480,Retailer,Mbale,44944008,19,8023,Milk,119
481,Retailer,Mbale,61250597,1,641,Powder Milk,14
482,Retailer,Jinja,71251947,16,5917,Powder Milk,11
483,Wholesaler,Gulu,17642233,16,9674,Butter,39
484,Retailer,Gulu,54517927,18,5627,Butter,108
485,Wholesaler,Gulu,42358610,18,278,Cream,128
486,Retailer,Jinja,65266849,13,9610,Flavored Milk,19
487,Wholesaler,Mbale,48312991,12,1674,Flavored Milk,82
488,Retailer,Mbale,48799600,9,7140,Yogurt,133
489,Wholesaler,Kampala,92243107,5,4029,Flavored Milk,47
490,Wholesaler,Jinja,12314257,9,789,Butter,196
491,Retailer,Kampala,51040013,13,6571,Milk,103
492,Wholesaler,Jinja,46066561,16,3224,Powder Milk,128
493,Wholesaler,Kampala,51536652,10,5099,Milk,172
494,Retailer,Mbarara,49969780,16,2697,Butter,80
495,Wholesaler,Gulu,87641203,14,6486,Yogurt,149
496,Wholesaler,Gulu,42154128,2,5436,Milk,179
497,Wholesaler,Mbale,92363230,19,4621,Powder Milk,107
498,Retailer,Mbarara,33025614,11,6644,Powder Milk,186
499,Wholesaler,Gulu,30260152,19,7530,Milk,136
500,Retailer,Mbale,90852925,11,1235,Yogurt,76
501,Wholesaler,Mbarara,23476435,14,639,Milk,42
502,Wholesaler,Gulu,56618564,15,4267,Cheese,113
503,Wholesaler,Kampala,47004241,7,7698,Cream,150
504,Retailer,Jinja,74122143,15,1185,Butter,157
505,Wholesaler,Mbarara,52590513,8,3470,Milk,170
506,Wholesaler,Mbale,36831002,4,51,Milk,43
507,Retailer,Mbarara,47678233,18,941,Yogurt,59
508,Wholesaler,Mbale,32664228,14,7932,Milk,187
509,Retailer,Mbarara,58330459,18,8112,Yogurt,146
510,Retailer,Mbale,8919059,4,3603,Butter,16
511,Wholesaler,Gulu,29810051,2,6119,Cheese,146
512,Retailer,Kampala,94523839,6,9213,Flavored Milk,115
513,Wholesaler,Gulu,39418428,11,7007,Butter,163
514,Retailer,Kampala,85694639,1,4254,Milk,139
515,Retailer,Gulu,14583333,15,8521,Cream,14
516,Wholesaler,Gulu,16198969,12,5834,Cheese,122
517,Retailer,Mbarara,18913263,18,1748,Flavored Milk,75
518,Retailer,Jinja,38213868,5,2934,Flavored Milk,125
519,Retailer,Mbale,43568668,11,3629,Powder Milk,147
520,Retailer,Mbale,30578937,19,7245,Powder Milk,168
521,Retailer,Mbale,24829249,1,2301,Milk,170
522,Wholesaler,Kampala,80443070,17,4690,Powder Milk,117
523,Retailer,Mbale,62325744,8,2406,Flavored Milk,120
524,Wholesaler,Mbale,92657735,16,3464,Flavored Milk,143
525,Retailer,Mbarara,64620537,11,9250,Butter,23
526,Wholesaler,Gulu,25034062,19,5758,Powder Milk,87
527,Wholesaler,Mbale,10049025,11,2128,Powder Milk,24
528,Retailer,Jinja,7653381,15,4245,Butter,130
529,Retailer,Mbale,45600924,8,2764,Flavored Milk,180
530,Retailer,Kampala,17728218,14,6997,Yogurt,157
531,Wholesaler,Kampala,65368292,1,1388,Milk,30
532,Retailer,Kampala,96519039,10,3739,Yogurt,38
533,Wholesaler,Mbale,24179537,7,6664,Yogurt,196
534,Wholesaler,Mbarara,13929343,18,791,Flavored Milk,82
535,Wholesaler,Jinja,67082921,12,783,Milk,102
536,Retailer,Mbale,77892745,2,7889,Yogurt,181
537,Retailer,Mbarara,41358059,18,1856,Cream,171
538,Wholesaler,Mbarara,77305680,7,1803,Cream,56
539,Wholesaler,Mbale,63438963,12,7408,Cream,18
540,Retailer,Mbale,12213499,14,5907,Butter,197
541,Wholesaler,Mbarara,62035177,10,1074,Butter,121
542,Retailer,Mbarara,13230362,9,9724,Milk,39
543,Wholesaler,Mbarara,80371764,15,5814,Yogurt,26
544,Retailer,Mbale,69160193,10,5259,Cream,189
545,Wholesaler,Mbarara,10695265,19,3604,Cheese,68
546,Retailer,Kampala,81698198,19,6266,Powder Milk,128
547,Wholesaler,Mbale,58216101,12,4868,Cheese,141
548,Retailer,Kampala,65093600,12,4616,Milk,177
549,Retailer,Gulu,7268299,9,5375,Powder Milk,105
550,Wholesaler,Mbale,27548043,4,6944,Milk,144
551,Wholesaler,Gulu,92461394,1,7132,Cheese,47
552,Retailer,Mbarara,89779400,16,3418,Yogurt,41
553,Wholesaler,Mbarara,80031369,1,2679,Yogurt,78
554,Retailer,Jinja,92673232,13,6992,Flavored Milk,76
555,Wholesaler,Mbarara,57901937,3,8770,Powder Milk,65
556,Retailer,Gulu,67715174,12,4282,Milk,29
557,Retailer,Mbarara,55322856,9,6711,Yogurt,129
558,Retailer,Mbale,36148937,4,7927,Cheese,154
559,Retailer,Mbarara,24010571,2,9713,Powder Milk,153
560,Retailer,Jinja,87969934,9,6325,Cheese,20
561,Retailer,Mbarara,16101198,13,9609,Butter,150
562,Wholesaler,Gulu,73608027,14,1769,Yogurt,155
563,Wholesaler,Gulu,98012355,3,9283,Cream,23
564,Wholesaler,Mbarara,12225206,18,3537,Cream,43
565,Retailer,Gulu,98602624,9,8225,Flavored Milk,95
566,Retailer,Gulu,76082233,15,5894,Flavored Milk,134
567,Retailer,Jinja,17888043,10,8801,Powder Milk,163
568,Retailer,Mbale,9826616,17,9806,Milk,179
569,Wholesaler,Jinja,33201057,13,6525,Butter,198
570,Wholesaler,Kampala,81064080,1,5919,Powder Milk,176
571,Retailer,Jinja,38551398,11,6512,Cheese,139
572,Wholesaler,Mbarara,93353829,5,1850,Cheese,194
573,Wholesaler,Mbale,51360754,9,5125,Milk,59
574,Retailer,Mbarara,65031867,7,4312,Flavored Milk,122
575,Wholesaler,Kampala,57741401,7,196,Flavored Milk,153
576,Retailer,Mbale,32710627,2,3878,Cheese,71
577,Wholesaler,Gulu,30448900,19,2167,Cream,107
578,Retailer,Jinja,57695136,18,5497,Milk,148
579,Retailer,Mbarara,72911424,10,5064,Powder Milk,136
580,Retailer,Kampala,82617460,5,5997,Yogurt,39
581,Retailer,Gulu,52472901,16,368,Powder Milk,191
582,Wholesaler,Jinja,43390052,5,5799,Butter,164
583,Retailer,Gulu,99226177,15,304,Flavored Milk,95
584,Retailer,Jinja,37368888,16,9578,Powder Milk,90
585,Retailer,Mbale,70136884,4,5107,Flavored Milk,88
586,Wholesaler,Gulu,52470842,14,8576,Flavored Milk,146
587,Retailer,Gulu,68193412,17,4443,Yogurt,85
588,Wholesaler,Gulu,22146841,17,1094,Cream,139
589,Retailer,Mbale,39758312,16,1841,Yogurt,58
590,Wholesaler,Kampala,25111282,9,2569,Powder Milk,57
591,Wholesaler,Jinja,21183052,2,1011,Butter,64
592,Retailer,Gulu,10924555,11,3799,Flavored Milk,89
593,Wholesaler,Mbale,55603844,15,4615,Cheese,76
594,Retailer,Kampala,15699587,3,7566,Flavored Milk,124
595,Retailer,Jinja,43483441,16,2864,Butter,121
596,Retailer,Mbale,72265908,19,639,Powder Milk,168
597,Wholesaler,Jinja,94757961,6,2038,Butter,116
598,Wholesaler,Gulu,16789964,14,3915,Cheese,35
599,Retailer,Kampala,81493035,5,3039,Yogurt,119
600,Retailer,Mbale,80075801,5,5715,Cheese,75
601,Wholesaler,Kampala,58499406,6,4591,Butter,167
602,Retailer,Gulu,74115320,18,2010,Cheese,110
603,Retailer,Kampala,65798357,18,8896,Flavored Milk,10
604,Retailer,Kampala,75344423,19,1128,Butter,79
605,Wholesaler,Mbarara,46890380,2,3124,Cream,159
606,Wholesaler,Kampala,93572820,17,9597,Powder Milk,122
607,Wholesaler,Jinja,68657428,1,5079,Yogurt,63
608,Retailer,Mbale,75149013,9,9700,Yogurt,151
609,Retailer,Mbarara,68513709,13,7436,Cheese,23
610,Retailer,Mbale,60953196,4,4806,Cheese,28
611,Wholesaler,Mbale,65116885,5,6425,Cream,163
612,Retailer,Gulu,55105757,18,4745,Cream,68
613,Retailer,Gulu,87006717,10,969,Cheese,159
614,Retailer,Mbarara,86316524,4,9988,Powder Milk,15
615,Retailer,Gulu,18622818,13,1808,Flavored Milk,72
616,Wholesaler,Gulu,51213841,13,1881,Yogurt,86
617,Wholesaler,Gulu,89061828,17,9413,Butter,83
618,Retailer,Mbale,33544282,8,3328,Butter,191
619,Wholesaler,Mbarara,13742392,4,409,Yogurt,136
620,Wholesaler,Mbale,26181637,3,7636,Powder Milk,156
621,Retailer,Jinja,39610109,11,3860,Cream,104
622,Retailer,Mbale,40976223,12,1490,Cream,19
623,Wholesaler,Jinja,42098119,9,1769,Cheese,46
624,Retailer,Kampala,62156343,15,5722,Milk,154
625,Wholesaler,Kampala,8808102,13,605,Cheese,192
626,Retailer,Jinja,59037844,5,9475,Powder Milk,142
627,Wholesaler,Jinja,27863505,5,2347,Yogurt,158
628,Retailer,Mbale,63967373,19,1585,Flavored Milk,127
629,Wholesaler,Jinja,82785230,11,6332,Cheese,176
630,Wholesaler,Mbarara,86327849,9,5135,Cream,157
631,Wholesaler,Kampala,84416729,3,9151,Butter,152
632,Retailer,Kampala,8842996,18,2011,Flavored Milk,88
633,Wholesaler,Jinja,19002207,13,8192,Yogurt,62
634,Wholesaler,Gulu,20517414,12,8253,Cream,42
635,Retailer,Gulu,15362907,9,1029,Milk,131
636,Retailer,Jinja,20866875,10,322,Cheese,181
637,Wholesaler,Mbarara,83776742,13,7307,Flavored Milk,187
638,Wholesaler,Gulu,72518623,13,5194,Flavored Milk,41
639,Retailer,Jinja,66985998,9,4683,Butter,88
640,Retailer,Mbarara,18275153,10,8160,Cream,192
641,Retailer,Mbarara,92372902,19,1738,Cheese,165
642,Retailer,Mbale,80505221,6,1645,Milk,12
643,Retailer,Mbarara,87599542,7,3292,Flavored Milk,62
644,Wholesaler,Gulu,57768394,15,4733,Butter,179
645,Retailer,Gulu,84248031,19,7664,Cream,11
646,Wholesaler,Jinja,98695635,14,5889,Cheese,130
647,Wholesaler,Jinja,51366560,16,5836,Cheese,159
648,Wholesaler,Mbarara,9608903,14,9957,Cream,162
649,Retailer,Kampala,34176562,2,5179,Cream,169
650,Wholesaler,Mbale,14450365,9,9443,Cream,144
651,Wholesaler,Kampala,79493794,3,2895,Milk,71
652,Retailer,Mbarara,69940270,6,8498,Butter,40
653,Wholesaler,Mbarara,17324173,5,6188,Cream,72
654,Wholesaler,Kampala,45335508,14,359,Milk,46
655,Retailer,Mbale,11564462,15,5384,Flavored Milk,77
656,Wholesaler,Kampala,18817239,18,7247,Powder Milk,88
657,Wholesaler,Jinja,84982608,17,9330,Cream,146
658,Wholesaler,Gulu,94701265,9,1226,Yogurt,55
659,Retailer,Jinja,39878091,19,6233,Yogurt,104
660,Retailer,Gulu,94092355,9,3147,Milk,43
661,Retailer,Mbarara,74572312,16,1774,Milk,117
662,Wholesaler,Mbale,87090657,6,2678,Powder Milk,69
663,Wholesaler,Kampala,26349979,8,6194,Powder Milk,150
664,Retailer,Mbale,14412812,3,1400,Powder Milk,45
665,Wholesaler,Kampala,7338299,5,7775,Powder Milk,57
666,Wholesaler,Jinja,64118744,7,669,Cream,102
667,Retailer,Jinja,96663462,1,2598,Yogurt,15
668,Retailer,Kampala,56535561,4,9620,Flavored Milk,142
669,Wholesaler,Mbale,15740503,16,5293,Powder Milk,112
670,Wholesaler,Kampala,20383616,14,1027,Powder Milk,187
671,Wholesaler,Mbarara,17039284,1,5593,Milk,83
672,Retailer,Jinja,10602459,4,9779,Powder Milk,83
673,Retailer,Mbarara,46952337,10,5903,Flavored Milk,122
674,Retailer,Jinja,24789633,11,3822,Cream,161
675,Retailer,Jinja,95367042,7,2583,Cream,16
676,Wholesaler,Gulu,57362477,4,8719,Flavored Milk,95
677,Retailer,Mbarara,35803527,1,1944,Cream,67
678,Retailer,Mbarara,18237854,1,9874,Butter,158
679,Retailer,Gulu,39793263,17,5401,Cream,170
680,Retailer,Mbale,64331538,10,2090,Flavored Milk,53
681,Retailer,Mbarara,96909445,5,1615,Powder Milk,34
682,Wholesaler,Kampala,78613378,7,4175,Cream,104
683,Wholesaler,Gulu,80358016,8,4318,Cheese,125
684,Retailer,Mbarara,84732469,2,2889,Powder Milk,152
685,Wholesaler,Mbale,5419794,9,517,Yogurt,166
686,Retailer,Mbarara,35324040,4,3438,Cream,92
687,Retailer,Jinja,58022790,12,8226,Cream,61
688,Wholesaler,Kampala,33658541,11,6590,Yogurt,26
689,Wholesaler,Gulu,52987428,5,7297,Cream,45
690,Retailer,Jinja,27825905,12,2793,Milk,172
691,Retailer,Mbale,71724926,4,5692,Milk,177
692,Retailer,Jinja,9652328,13,9661,Butter,160
693,Wholesaler,Jinja,39074868,1,1076,Powder Milk,171
694,Retailer,Mbale,16043587,18,4681,Butter,195
695,Retailer,Jinja,8796568,4,8842,Cheese,91
696,Retailer,Gulu,97265675,4,3642,Milk,137
697,Wholesaler,Mbarara,19968453,8,1037,Yogurt,89
698,Retailer,Jinja,8036753,6,8847,Cheese,198
699,Retailer,Gulu,15166247,4,7288,Cream,165
700,Wholesaler,Mbarara,95549134,4,2797,Milk,69
701,Retailer,Mbarara,97144767,11,8380,Cheese,169
702,Retailer,Jinja,70688770,9,5700,Powder Milk,67
703,Wholesaler,Gulu,36081665,14,4275,Flavored Milk,91
704,Retailer,Jinja,5700662,4,4546,Cream,53
705,Wholesaler,Mbale,29334184,13,9486,Cream,171
706,Wholesaler,Mbarara,39217831,6,8883,Flavored Milk,158
707,Retailer,Jinja,9704250,13,486,Cheese,133
708,Retailer,Mbarara,99181535,3,1473,Milk,10
709,Retailer,Gulu,50467713,7,9378,Flavored Milk,192
710,Retailer,Kampala,93050593,1,3771,Flavored Milk,186
711,Wholesaler,Jinja,69835866,11,5724,Cheese,106
712,Retailer,Jinja,91562933,2,8299,Flavored Milk,30
713,Wholesaler,Mbarara,39144678,5,1186,Powder Milk,108
714,Retailer,Gulu,53261093,14,8941,Cream,192
715,Retailer,Mbale,51755875,13,1195,Yogurt,164
716,Retailer,Gulu,40381778,16,5629,Flavored Milk,157
717,Wholesaler,Jinja,34343834,15,9350,Powder Milk,153
718,Retailer,Mbale,28019219,3,4545,Cream,57
719,Retailer,Gulu,55648980,6,6549,Cheese,41
720,Retailer,Kampala,87085782,9,6292,Flavored Milk,41
721,Retailer,Mbarara,69868061,3,8349,Flavored Milk,190
722,Wholesaler,Gulu,42971160,13,9147,Butter,133
723,Retailer,Gulu,84111902,13,4995,Cheese,190
724,Wholesaler,Kampala,7655687,7,2042,Cheese,139
725,Wholesaler,Jinja,97738066,5,4172,Powder Milk,194
726,Wholesaler,Mbarara,36533593,8,855,Butter,31
727,Wholesaler,Gulu,26697563,8,2042,Butter,61
728,Wholesaler,Mbale,90184063,7,7546,Powder Milk,105
729,Wholesaler,Gulu,38822019,19,3650,Yogurt,195
730,Retailer,Mbarara,26888222,7,4060,Flavored Milk,171
731,Wholesaler,Gulu,42355599,4,8325,Milk,154
732,Wholesaler,Kampala,22969765,10,4408,Milk,32
733,Wholesaler,Gulu,26170351,13,5365,Butter,42
734,Retailer,Gulu,63690057,4,3370,Cheese,166
735,Retailer,Mbale,68088364,19,7599,Cheese,28
736,Wholesaler,Kampala,63970534,10,2555,Powder Milk,130
737,Retailer,Kampala,80646051,7,7878,Yogurt,78
738,Wholesaler,Gulu,85035705,5,7935,Milk,46
739,Wholesaler,Mbale,8403154,3,2506,Cream,132
740,Retailer,Gulu,75813051,2,7298,Cream,163
741,Wholesaler,Gulu,27465042,11,7918,Powder Milk,33
742,Retailer,Mbarara,93981835,10,6399,Powder Milk,63
743,Retailer,Mbarara,43662796,13,7013,Cheese,30
744,Wholesaler,Mbale,74053976,7,3112,Yogurt,106
745,Wholesaler,Jinja,31440792,10,3902,Yogurt,99
746,Retailer,Mbarara,85213595,4,5040,Butter,147
747,Wholesaler,Jinja,7339326,16,437,Milk,51
748,Wholesaler,Kampala,97364841,6,7087,Yogurt,166
749,Wholesaler,Mbarara,71098036,9,6960,Yogurt,194
750,Retailer,Mbarara,12556484,13,2053,Yogurt,172
751,Retailer,Mbale,95425424,7,9273,Cream,37
752,Wholesaler,Jinja,71242666,18,5795,Milk,149
753,Retailer,Mbarara,85303214,14,1590,Butter,67
754,Retailer,Mbarara,32352340,5,8691,Flavored Milk,136
755,Retailer,Mbale,98439189,13,3597,Cheese,181
756,Retailer,Mbale,59535910,8,9338,Cream,16
757,Retailer,Jinja,62811449,15,9101,Powder Milk,153
758,Wholesaler,Kampala,6135736,19,351,Powder Milk,102
759,Wholesaler,Kampala,82347973,9,7154,Milk,44
760,Wholesaler,Gulu,97012481,6,2069,Cream,101
761,Retailer,Mbarara,82833586,14,9122,Milk,16
762,Retailer,Jinja,65752128,10,4211,Cream,23
763,Wholesaler,Mbarara,28496376,9,279,Powder Milk,68
764,Retailer,Jinja,6865501,17,9163,Milk,71
765,Wholesaler,Jinja,54918905,13,7760,Flavored Milk,129
766,Wholesaler,Jinja,91121380,17,1882,Cheese,75
767,Wholesaler,Mbarara,32001903,19,8292,Cheese,31
768,Retailer,Mbale,98161046,13,3728,Yogurt,153
769,Retailer,Mbarara,18235072,9,7546,Powder Milk,108
770,Wholesaler,Jinja,72045394,1,4532,Powder Milk,129
771,Wholesaler,Gulu,38595842,1,8994,Powder Milk,52
772,Wholesaler,Kampala,23580353,5,5937,Yogurt,106
773,Wholesaler,Jinja,19079031,8,1528,Powder Milk,107
774,Retailer,Gulu,81378852,18,2138,Butter,125
775,Retailer,Mbale,35076560,4,6090,Cream,157
776,Wholesaler,Jinja,76531611,1,8202,Milk,147
777,Wholesaler,Gulu,46280224,15,3043,Butter,156
778,Retailer,Jinja,98755029,4,3390,Milk,21
779,Retailer,Mbarara,98114216,9,2393,Cream,147
780,Wholesaler,Gulu,96937050,10,7238,Cheese,80
781,Wholesaler,Mbarara,76742436,15,1288,Cream,193
782,Wholesaler,Mbarara,11072479,3,6906,Powder Milk,113
783,Retailer,Gulu,24322171,2,5710,Cream,20
784,Retailer,Kampala,43596460,5,4389,Butter,70
785,Retailer,Gulu,15134683,1,8424,Cheese,135
786,Wholesaler,Kampala,68425399,11,8785,Cream,175
787,Wholesaler,Jinja,99197449,12,2876,Yogurt,26
788,Retailer,Jinja,10908947,3,7141,Powder Milk,63
789,Retailer,Gulu,98036440,16,142,Cream,182
790,Wholesaler,Jinja,59408020,14,2465,Cheese,162
791,Retailer,Mbale,87297293,12,4304,Flavored Milk,115
792,Retailer,Mbarara,36468373,16,8176,Butter,168
793,Wholesaler,Mbarara,20679604,8,4583,Powder Milk,115
794,Retailer,Kampala,70083755,17,6566,Powder Milk,48
795,Wholesaler,Jinja,11678134,17,4451,Milk,29
796,Wholesaler,Kampala,75416272,7,3082,Cheese,82
797,Wholesaler,Mbarara,39443729,15,3339,Powder Milk,52
798,Wholesaler,Mbarara,54669894,9,4488,Powder Milk,125
799,Wholesaler,Jinja,83952631,4,6917,Butter,138
800,Wholesaler,Mbale,18066175,8,3284,Milk,64
801,Wholesaler,Mbale,72666579,10,6047,Powder Milk,117
802,Retailer,Jinja,14956517,15,6351,Powder Milk,112
803,Wholesaler,Jinja,33788810,18,1183,Butter,188
804,Wholesaler,Kampala,94812715,14,2112,Cream,142
805,Retailer,Jinja,91899513,5,4677,Butter,149
806,Retailer,Mbale,84522294,9,3521,Cream,23
807,Retailer,Jinja,23630194,13,518,Flavored Milk,197
808,Wholesaler,Kampala,33294486,19,1394,Cheese,112
809,Retailer,Kampala,14401594,11,9120,Cream,49
810,Wholesaler,Kampala,30386791,12,6148,Flavored Milk,117
811,Wholesaler,Kampala,61511298,3,3857,Yogurt,146
812,Wholesaler,Gulu,73284335,2,4786,Powder Milk,179
813,Wholesaler,Jinja,61912563,15,5007,Butter,51
814,Retailer,Mbarara,51221148,5,3395,Cream,42
815,Retailer,Jinja,40333614,7,638,Cheese,34
816,Wholesaler,Gulu,78179757,4,3933,Cream,127
817,Wholesaler,Kampala,77004065,5,9571,Yogurt,87
818,Wholesaler,Gulu,76776081,16,141,Powder Milk,18
819,Retailer,Mbale,18204557,15,507,Yogurt,128
820,Wholesaler,Mbale,65675025,16,1934,Flavored Milk,128
821,Wholesaler,Jinja,70218049,4,3171,Yogurt,100
822,Retailer,Jinja,96864384,6,7692,Cream,181
823,Retailer,Mbarara,33666145,18,5661,Milk,67
824,Wholesaler,Mbarara,62824936,3,8002,Milk,162
825,Retailer,Mbale,19572271,5,9645,Milk,125
826,Retailer,Kampala,46052106,2,3753,Powder Milk,41
827,Wholesaler,Gulu,83948374,16,4532,Yogurt,31
828,Retailer,Mbarara,16334437,6,2031,Powder Milk,102
829,Wholesaler,Mbarara,74916843,15,4516,Powder Milk,64
830,Retailer,Kampala,44048002,18,2281,Butter,198
831,Wholesaler,Kampala,72668285,6,9013,Cheese,117
832,Wholesaler,Jinja,21462731,13,5831,Milk,194
833,Wholesaler,Gulu,65730141,13,8446,Milk,86
834,Retailer,Kampala,22974102,1,8463,Milk,70
835,Wholesaler,Mbarara,88298984,16,9433,Flavored Milk,131
836,Retailer,Mbarara,54660819,4,3365,Flavored Milk,101
837,Wholesaler,Mbale,24971189,17,5225,Cream,76
838,Wholesaler,Kampala,57656610,18,1648,Cream,139
839,Retailer,Jinja,71937948,16,4312,Milk,123
840,Wholesaler,Gulu,94915130,1,1592,Milk,194
841,Wholesaler,Jinja,12405106,6,8383,Powder Milk,130
842,Retailer,Mbarara,67972764,11,139,Flavored Milk,170
843,Wholesaler,Jinja,37729728,6,4456,Cheese,72
844,Wholesaler,Mbarara,51818279,17,5540,Butter,153
845,Wholesaler,Mbarara,87262407,4,3756,Cheese,138
846,Wholesaler,Mbarara,20935736,14,1259,Powder Milk,94
847,Retailer,Mbarara,16423333,14,5028,Butter,73
848,Retailer,Mbarara,54176146,8,3274,Yogurt,129
849,Wholesaler,Mbale,84174334,2,4906,Yogurt,78
850,Retailer,Jinja,48275500,5,7843,Cheese,133
851,Wholesaler,Mbale,18549854,4,6289,Flavored Milk,130
852,Retailer,Mbale,77907028,10,6903,Cream,154
853,Wholesaler,Kampala,46525697,3,9601,Cream,49
854,Wholesaler,Kampala,77002728,16,1588,Milk,111
855,Wholesaler,Kampala,51160314,10,198,Yogurt,138
856,Wholesaler,Gulu,78045175,15,8115,Powder Milk,22
857,Wholesaler,Kampala,63379308,4,7749,Cream,27
858,Wholesaler,Jinja,63284858,1,1475,Flavored Milk,77
859,Retailer,Mbale,96977649,15,1767,Flavored Milk,120
860,Wholesaler,Jinja,41757460,10,9596,Butter,23
861,Retailer,Kampala,93142299,18,2685,Yogurt,142
862,Wholesaler,Gulu,14576700,16,2413,Cheese,71
863,Retailer,Gulu,65369184,9,3157,Powder Milk,170
864,Retailer,Mbale,74190867,19,5678,Flavored Milk,35
865,Retailer,Jinja,97341223,17,1551,Cheese,198
866,Wholesaler,Mbarara,84171248,10,1501,Cheese,39
867,Wholesaler,Jinja,81386619,19,8691,Powder Milk,199
868,Retailer,Kampala,15349107,8,1885,Yogurt,71
869,Wholesaler,Mbarara,14917877,19,9685,Powder Milk,90
870,Retailer,Gulu,92975334,5,5901,Cheese,79
871,Wholesaler,Mbale,66002984,2,2998,Cream,194
872,Retailer,Mbale,73288432,15,3985,Cheese,100
873,Retailer,Gulu,77788090,17,6880,Milk,45
874,Wholesaler,Kampala,47117993,10,3759,Cream,16
875,Retailer,Gulu,10829567,2,1339,Cream,74
876,Wholesaler,Kampala,41096213,9,553,Powder Milk,86
877,Retailer,Mbarara,75579014,2,8001,Cheese,50
878,Retailer,Gulu,40240582,18,5101,Milk,41
879,Wholesaler,Kampala,12238599,12,3147,Yogurt,151
880,Wholesaler,Mbarara,80138877,15,2197,Cheese,170
881,Wholesaler,Gulu,71839127,6,9707,Flavored Milk,39
882,Retailer,Mbale,44465751,18,4570,Powder Milk,15
883,Wholesaler,Gulu,78396263,13,1947,Cheese,19
884,Retailer,Jinja,81421871,4,3766,Milk,112
885,Retailer,Gulu,54787527,12,8892,Flavored Milk,29
886,Wholesaler,Jinja,99289589,9,1260,Yogurt,98
887,Wholesaler,Mbarara,84789588,2,2237,Powder Milk,133
888,Retailer,Gulu,25517295,16,8108,Butter,127
889,Retailer,Mbarara,27294487,1,3870,Butter,21
890,Wholesaler,Mbarara,56659971,4,418,Milk,31
891,Wholesaler,Kampala,22927891,15,2893,Yogurt,85
892,Wholesaler,Mbarara,68615484,1,3500,Yogurt,23
893,Wholesaler,Mbarara,12844286,15,3568,Cheese,115
894,Wholesaler,Gulu,80235855,3,6694,Butter,185
895,Retailer,Gulu,57354249,13,9878,Cheese,191
896,Retailer,Mbale,68114090,18,3910,Yogurt,45
897,Retailer,Kampala,87056921,13,1194,Milk,198
898,Retailer,Mbarara,18596252,10,3176,Milk,64
899,Wholesaler,Kampala,8370116,7,7710,Flavored Milk,23
900,Wholesaler,Jinja,81334218,8,67,Cream,11
901,Wholesaler,Mbarara,59702748,1,6049,Milk,11
902,Retailer,Kampala,50837804,18,1706,Cream,70
903,Retailer,Mbale,34639502,12,1646,Butter,116
904,Wholesaler,Mbale,76133253,18,9187,Flavored Milk,116
905,Wholesaler,Mbarara,91317871,12,1337,Butter,143
906,Retailer,Jinja,32217107,9,317,Cheese,162
907,Retailer,Mbale,86356577,2,484,Cream,32
908,Wholesaler,Mbale,87054395,14,2085,Cheese,82
909,Wholesaler,Jinja,54676733,4,2547,Milk,104
910,Retailer,Kampala,6917953,15,6490,Flavored Milk,37
911,Wholesaler,Mbale,81465487,17,6087,Butter,34
912,Wholesaler,Gulu,89793313,19,7856,Butter,108
913,Wholesaler,Mbale,84159856,6,3258,Yogurt,74
914,Retailer,Kampala,56462171,9,1663,Milk,52
915,Retailer,Kampala,87305583,17,8960,Powder Milk,49
916,Retailer,Mbarara,11091209,15,7214,Cheese,32
917,Retailer,Gulu,17575664,5,2281,Cream,186
918,Retailer,Kampala,71515927,18,6513,Powder Milk,17
919,Retailer,Jinja,19168931,4,8982,Cream,137
920,Retailer,Gulu,81142620,2,5745,Yogurt,16
921,Wholesaler,Gulu,24793851,19,9046,Cheese,30
